num_agents,skill_type,network,cooperation_proportion
100,S,1,0
100,S,1,1
100,br2,1,0
100,br2,1,0.4394184168012924
100,br2,1,0.636523266022827
100,br2,1,0.0029708853238265003
100,br2,1,0.2673559822747415
100,br2,1,0.3975571315996848
100,br2,1,0.14941740918437285
100,br2,1,0.1781931464174455
100,br2,1,0.31835564053537285
100,br2,1,0.09746460322686862
100,br2,1,0.23182297154899895
100,br2,1,0.25455265241488517
100,br2,1,0.6859587317564168
100,br2,1,0.019535374868004225
100,br2,1,0.4869459623557984
100,br2,1,0
100,br2,1,0.49157054125998223
100,br2,1,0.4244256348246675
100,br2,1,0.2748091603053435
100,br2,1,0
100,br2,1,0.5727788279773157
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,br2,1,0
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,manipulator-gf,1,1
100,eeew_simp,1,0
100,eeew_simp,1,0.27056962025316456
100,eeew_simp,1,0
100,eeew_simp,1,0.3746630727762803
100,eeew_simp,1,0.10024301336573511
100,eeew_simp,1,0.20442930153321975
100,eeew_simp,1,0.09394453876627051
100,eeew_simp,1,0.310576385002798
100,eeew_simp,1,0.4868020304568528
100,eeew_simp,1,0.23412204234122042
100,eeew_simp,1,0.2724877681595785
100,eeew_simp,1,0.17419601837672283
100,eeew_simp,1,0.15063291139240506
100,eeew_simp,1,0.16339242932438908
100,eeew_simp,1,0.19963811821471653
100,eeew_simp,1,0.13735849056603774
100,eeew_simp,1,0.18365180467091294
100,eeew_simp,1,0
100,eeew_simp,1,0
100,eeew_simp,1,1
100,eeew_simp,1,0
100,eeew_simp,1,0
100,eeew_simp,1,0.22807017543859648
100,eeew_simp,1,0.028037383177570093
100,eeew_simp,1,0.32051282051282054
100,eeew_simp,1,1
100,eeew_simp,1,0
100,eeew_simp,1,0
100,eeew_simp,1,0
100,eeew_simp,1,0.4146341463414634
100,gigawolf,1,0
100,gigawolf,1,0.3
100,gigawolf,1,0.32393084622383983
100,gigawolf,1,0.19474695707879563
100,gigawolf,1,0.35228539576365664
100,gigawolf,1,0.5165416850463167
100,gigawolf,1,0.5623545061523113
100,gigawolf,1,0.4690220174091142
100,gigawolf,1,0.5408062930186824
100,gigawolf,1,0.3343231873298688
100,gigawolf,1,0.4220443985544657
100,gigawolf,1,0.6820953436807096
100,gigawolf,1,0.3530109759715218
100,gigawolf,1,0.4134645919339473
100,gigawolf,1,0.5392388009430785
100,gigawolf,1,0.5231465367211974
100,gigawolf,1,0.4183710082526014
100,gigawolf,1,0.2922102124487514
100,gigawolf,1,0.2866141732283465
100,gigawolf,1,0.13107390771743568
100,gigawolf,1,0.30772626931567326
100,gigawolf,1,0.5091592296852983
100,gigawolf,1,0.4794794794794795
100,gigawolf,1,0.4163113006396588
100,gigawolf,1,0.6230910201588271
100,gigawolf,1,0.2116741500962155
100,gigawolf,1,0.4185733512786003
100,gigawolf,1,0.6875
100,gigawolf,1,0
100,gigawolf,1,0.4908026755852843
100,random,1,1
100,random,1,0
100,random,1,0
100,random,1,0.4186991869918699
100,random,1,0.8225806451612904
100,random,1,0.15119485294117646
100,random,1,0.23365172667156503
100,random,1,0.4877892030848329
100,random,1,0.09351879254217224
100,random,1,0.3553822152886115
100,random,1,0
100,random,1,0.4164167916041979
100,random,1,0.3081906524757057
100,random,1,0
100,random,1,0.7790368271954674
100,random,1,0.22285251215559157
100,random,1,0
100,random,1,0
100,random,1,0.012152777777777778
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
100,random,1,0
50,S++,1,0
50,S++,1,0.2781065088757396
50,S++,1,1
50,S++,1,0.04702970297029703
50,S++,1,0.657314629258517
50,S++,1,0.23202614379084968
50,S++,1,0.76049766718507
50,S++,1,0.8211180124223603
50,S++,1,0.15392254220456802
50,S++,1,0.2804642166344294
50,S++,1,0.6650485436893204
50,S++,1,0.4985014985014985
50,S++,1,0.5054617676266137
50,S++,1,0.2932098765432099
50,S++,1,0.1793020457280385
50,S++,1,0.35195530726256985
50,S++,1,0.021021021021021023
50,S++,1,0.15265866209262435
50,S++,1,0.6041666666666666
50,S++,1,0.4044943820224719
50,S++,1,0.4528301886792453
50,S++,1,0.07444168734491315
50,S++,1,0.358600583090379
50,S++,1,0
50,S++,1,0.5
50,S++,1,0.5989847715736041
50,S++,1,0.583756345177665
50,S++,1,0.2131979695431472
50,S++,1,0
50,S++,1,0.7077922077922078
50,S,1,0
50,S,1,0.07534246575342465
50,S,1,0.30223880597014924
50,S,1,0.4027027027027027
50,S,1,0
50,S,1,0.38064516129032255
50,S,1,0.3400900900900901
50,S,1,0
50,S,1,0.2962962962962963
50,S,1,0
50,S,1,0
50,S,1,0
50,S,1,0
50,S,1,0.70625
50,S,1,0.12745098039215685
50,S,1,0.27419354838709675
50,S,1,0
50,S,1,0.1134020618556701
50,S,1,0.9117647058823529
50,S,1,0
50,S,1,0
50,S,1,1
50,S,1,0.8931297709923665
50,S,1,0
50,S,1,0
50,S,1,0
50,S,1,0
50,S,1,0
50,S,1,0
50,S,1,0
50,br2,1,0
50,br2,1,0.6024096385542169
50,br2,1,0.36879432624113473
50,br2,1,0
50,br2,1,0
50,br2,1,0.40585774058577406
50,br2,1,0.012165450121654502
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,br2,1,0.2631578947368421
50,br2,1,1
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,br2,1,0.668918918918919
50,br2,1,0
50,br2,1,0.7549857549857549
50,br2,1,0.3994708994708995
50,br2,1,1
50,br2,1,0.6195121951219512
50,br2,1,0.04018912529550828
50,br2,1,0.405152224824356
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,br2,1,0
50,manipulator-gf,1,1
50,manipulator-gf,1,1
50,manipulator-gf,1,1
